"rt","response","stage","start_time","s","word","word_id","phase","a_cor","a_real","a_ava","trial","tps","task_type","block_typ","pic_typ","block_id","cum_r","a","r","n_Prac"
"1275","null","learn","下午6:04:31","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","91","9","setsize","10S10A","furniture","4","0","1","0","2"
"929","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","92","9","setsize","10S10A","furniture","4","0","3","0","2"
"665","null","learn","下午6:04:31","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","93","9","setsize","10S10A","furniture","4","0","3","0","2"
"697","null","learn","下午6:04:31","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","94","9","setsize","10S10A","furniture","4","1","7","1","2"
"1331","null","learn","下午6:04:31","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","95","9","setsize","10S10A","furniture","4","2","1","1","2"
"917","null","learn","下午6:04:31","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","96","9","setsize","10S10A","furniture","4","0","3","0","2"
"942","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","97","9","setsize","10S10A","furniture","4","1","0","1","2"
"586","null","learn","下午6:04:31","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","98","9","setsize","10S10A","furniture","4","0","3","0","2"
"353","null","learn","下午6:04:31","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","99","9","setsize","10S10A","furniture","4","1","3","1","2"
"577","null","learn","下午6:04:31","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","100","10","setsize","10S10A","furniture","4","0","4","0","2"
"1632","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","101","10","setsize","10S10A","furniture","4","1","0","1","2"
"627","null","learn","下午6:04:31","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","102","10","setsize","10S10A","furniture","4","2","7","1","2"
"1479","null","learn","下午6:04:31","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","103","10","setsize","10S10A","furniture","4","0","4","0","2"
"1812","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","104","10","setsize","10S10A","furniture","4","1","2","1","2"
"394","null","learn","下午6:04:31","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","105","10","setsize","10S10A","furniture","4","0","4","0","2"
"493","null","learn","下午6:04:31","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","106","10","setsize","10S10A","furniture","4","0","4","0","2"
"375","null","learn","下午6:04:31","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","107","10","setsize","10S10A","furniture","4","0","4","0","2"
"554","null","learn","下午6:04:31","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","108","10","setsize","10S10A","furniture","4","0","4","0","2"
"421","null","learn","下午6:04:31","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","109","10","setsize","10S10A","furniture","4","1","4","1","2"
"971","null","learn","下午6:04:31","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","110","11","setsize","10S10A","furniture","4","2","4","1","2"
"629","null","learn","下午6:04:31","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","111","11","setsize","10S10A","furniture","4","0","5","0","2"
"590","null","learn","下午6:04:31","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","112","11","setsize","10S10A","furniture","4","0","5","0","2"
"1098","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","113","11","setsize","10S10A","furniture","4","1","0","1","2"
"1638","null","learn","下午6:04:31","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","114","11","setsize","10S10A","furniture","4","0","2","0","2"
"1726","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","115","11","setsize","10S10A","furniture","4","0","3","0","2"
"1330","null","learn","下午6:04:31","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","116","11","setsize","10S10A","furniture","4","0","4","0","2"
"724","null","learn","下午6:04:31","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","117","11","setsize","10S10A","furniture","4","0","5","0","2"
"1057","null","learn","下午6:04:31","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","118","11","setsize","10S10A","furniture","4","1","7","1","2"
"861","null","learn","下午6:04:31","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","119","11","setsize","10S10A","furniture","4","2","5","1","2"
"981","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","120","12","setsize","10S10A","furniture","4","3","0","1","2"
"1028","null","learn","下午6:04:31","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","121","12","setsize","10S10A","furniture","4","4","7","1","2"
"1828","null","learn","下午6:04:31","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","122","12","setsize","10S10A","furniture","4","5","5","1","2"
"1824","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","123","12","setsize","10S10A","furniture","4","0","3","0","2"
"1647","null","learn","下午6:04:31","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","124","12","setsize","10S10A","furniture","4","1","4","1","2"
"1182","null","learn","下午6:04:31","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","125","12","setsize","10S10A","furniture","4","0","3","0","2"
"1798","null","learn","下午6:04:31","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","126","12","setsize","10S10A","furniture","4","0","5","0","2"
"953","null","learn","下午6:04:31","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","127","12","setsize","10S10A","furniture","4","1","6","1","2"
"677","null","learn","下午6:04:31","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","128","12","setsize","10S10A","furniture","4","0","8","0","2"
"877","null","learn","下午6:04:31","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","129","12","setsize","10S10A","furniture","4","1","8","1","2"
"1850","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","130","13","setsize","10S10A","furniture","4","0","4","0","2"
"1738","null","learn","下午6:04:31","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","131","13","setsize","10S10A","furniture","4","0","4","0","2"
"1079","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","132","13","setsize","10S10A","furniture","4","1","0","1","2"
"2177","null","learn","下午6:04:31","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","133","13","setsize","10S10A","furniture","4","0","5","0","2"
"1539","null","learn","下午6:04:31","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","134","13","setsize","10S10A","furniture","4","0","9","0","2"
"481","null","learn","下午6:04:31","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","135","13","setsize","10S10A","furniture","4","0","8","0","2"
"932","null","learn","下午6:04:31","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","136","13","setsize","10S10A","furniture","4","0","8","0","2"
"1532","null","learn","下午6:04:31","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","137","13","setsize","10S10A","furniture","4","0","2","0","2"
"1000","null","learn","下午6:04:31","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","138","13","setsize","10S10A","furniture","4","1","7","1","2"
"1203","null","learn","下午6:04:31","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","139","13","setsize","10S10A","furniture","4","2","4","1","2"
"839","null","learn","下午6:04:31","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","140","14","setsize","10S10A","furniture","4","0","4","0","2"
"973","null","learn","下午6:04:31","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","141","14","setsize","10S10A","furniture","4","1","7","1","2"
"1265","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","142","14","setsize","10S10A","furniture","4","0","4","0","2"
"1756","null","learn","下午6:04:31","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","143","14","setsize","10S10A","furniture","4","1","1","1","2"
"1607","null","learn","下午6:04:31","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","144","14","setsize","10S10A","furniture","4","2","8","1","2"
"2100","null","learn","下午6:04:31","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","145","14","setsize","10S10A","furniture","4","0","4","0","2"
"2280","null","learn","下午6:04:31","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","146","14","setsize","10S10A","furniture","4","1","4","1","2"
"1739","null","learn","下午6:04:31","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","147","14","setsize","10S10A","furniture","4","0","7","0","2"
"543","null","learn","下午6:04:31","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","148","14","setsize","10S10A","furniture","4","1","9","1","2"
"1103","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","149","14","setsize","10S10A","furniture","4","2","0","1","2"
"789","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","150","15","setsize","10S10A","furniture","4","3","0","1","2"
"2087","null","learn","下午6:04:31","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","151","15","setsize","10S10A","furniture","4","4","8","1","2"
"1914","null","learn","下午6:04:31","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","152","15","setsize","10S10A","furniture","4","5","6","1","2"
"1097","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","153","15","setsize","10S10A","furniture","4","0","7","0","2"
"716","null","learn","下午6:04:31","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","154","15","setsize","10S10A","furniture","4","1","4","1","2"
"824","null","learn","下午6:04:31","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","155","15","setsize","10S10A","furniture","4","2","5","1","2"
"1203","null","learn","下午6:04:31","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","156","15","setsize","10S10A","furniture","4","3","3","1","2"
"1111","null","learn","下午6:04:31","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","157","15","setsize","10S10A","furniture","4","4","7","1","2"
"1281","null","learn","下午6:04:31","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","158","15","setsize","10S10A","furniture","4","5","1","1","2"
"779","null","learn","下午6:04:31","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","159","15","setsize","10S10A","furniture","4","6","9","1","2"
"983","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","160","16","setsize","10S10A","furniture","4","7","0","1","2"
"909","null","learn","下午6:04:31","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","161","16","setsize","10S10A","furniture","4","0","1","0","2"
"875","null","learn","下午6:04:31","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","162","16","setsize","10S10A","furniture","4","1","7","1","2"
"1202","null","learn","下午6:04:31","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","163","16","setsize","10S10A","furniture","4","2","3","1","2"
"1220","null","learn","下午6:04:31","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","164","16","setsize","10S10A","furniture","4","0","0","0","2"
"999","null","learn","下午6:04:31","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","165","16","setsize","10S10A","furniture","4","0","9","0","2"
"1474","null","learn","下午6:04:31","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","166","16","setsize","10S10A","furniture","4","0","3","0","2"
"982","null","learn","下午6:04:31","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","167","16","setsize","10S10A","furniture","4","1","9","1","2"
"2269","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","168","16","setsize","10S10A","furniture","4","0","3","0","2"
"2068","null","learn","下午6:04:31","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","169","16","setsize","10S10A","furniture","4","0","7","0","2"
"1265","null","learn","下午6:04:31","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","170","17","setsize","10S10A","furniture","4","1","3","1","2"
"1023","null","learn","下午6:04:31","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","171","17","setsize","10S10A","furniture","4","2","1","1","2"
"416","null","learn","下午6:04:31","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","172","17","setsize","10S10A","furniture","4","0","2","0","2"
"1068","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","173","17","setsize","10S10A","furniture","4","0","3","0","2"
"1636","null","learn","下午6:04:31","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","174","17","setsize","10S10A","furniture","4","0","7","0","2"
"697","null","learn","下午6:04:31","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","175","17","setsize","10S10A","furniture","4","1","7","1","2"
"1438","null","learn","下午6:04:31","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","176","17","setsize","10S10A","furniture","4","2","9","1","2"
"1529","null","learn","下午6:04:31","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","177","17","setsize","10S10A","furniture","4","3","4","1","2"
"1754","null","learn","下午6:04:31","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","178","17","setsize","10S10A","furniture","4","0","5","0","2"
"1324","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","179","17","setsize","10S10A","furniture","4","1","0","1","2"
"2020","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","180","18","setsize","10S10A","furniture","4","0","5","0","2"
"967","null","learn","下午6:04:31","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","181","18","setsize","10S10A","furniture","4","1","1","1","2"
"1972","null","learn","下午6:04:31","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","182","18","setsize","10S10A","furniture","4","2","3","1","2"
"815","null","learn","下午6:04:31","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","183","18","setsize","10S10A","furniture","4","3","7","1","2"
"885","null","learn","下午6:04:31","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","184","18","setsize","10S10A","furniture","4","4","9","1","2"
"2368","null","learn","下午6:04:31","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","185","18","setsize","10S10A","furniture","4","0","2","0","2"
"2509","null","learn","下午6:04:31","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","186","18","setsize","10S10A","furniture","4","0","4","0","2"
"1008","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","187","18","setsize","10S10A","furniture","4","1","0","1","2"
"841","null","learn","下午6:04:31","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","188","18","setsize","10S10A","furniture","4","2","4","1","2"
"1409","null","learn","下午6:04:31","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","189","18","setsize","10S10A","furniture","4","3","6","1","2"
"1908","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","190","19","setsize","10S10A","furniture","4","4","2","1","2"
"893","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","191","19","setsize","10S10A","furniture","4","5","0","1","2"
"926","null","learn","下午6:04:31","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","192","19","setsize","10S10A","furniture","4","6","9","1","2"
"1280","null","learn","下午6:04:31","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","193","19","setsize","10S10A","furniture","4","7","4","1","2"
"2100","null","learn","下午6:04:31","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","194","19","setsize","10S10A","furniture","4","0","3","0","2"
"905","null","learn","下午6:04:31","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","195","19","setsize","10S10A","furniture","4","1","7","1","2"
"856","null","learn","下午6:04:31","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","196","19","setsize","10S10A","furniture","4","2","6","1","2"
"1401","null","learn","下午6:04:31","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","197","19","setsize","10S10A","furniture","4","3","3","1","2"
"1041","null","learn","下午6:04:31","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","198","19","setsize","10S10A","furniture","4","0","5","0","2"
"1389","null","learn","下午6:04:31","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","199","19","setsize","10S10A","furniture","4","1","1","1","2"
"1290","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","200","20","setsize","10S10A","furniture","4","2","2","1","2"
"936","null","learn","下午6:04:31","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","201","20","setsize","10S10A","furniture","4","3","1","1","2"
"1684","null","learn","下午6:04:31","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","202","20","setsize","10S10A","furniture","4","0","1","0","2"
"1145","null","learn","下午6:04:31","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","203","20","setsize","10S10A","furniture","4","1","4","1","2"
"1722","null","learn","下午6:04:31","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","204","20","setsize","10S10A","furniture","4","2","5","1","2"
"936","null","learn","下午6:04:31","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","205","20","setsize","10S10A","furniture","4","3","6","1","2"
"940","null","learn","下午6:04:31","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","206","20","setsize","10S10A","furniture","4","4","9","1","2"
"758","null","learn","下午6:04:31","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","207","20","setsize","10S10A","furniture","4","5","7","1","2"
"1464","null","learn","下午6:04:31","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","208","20","setsize","10S10A","furniture","4","6","3","1","2"
"876","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","209","20","setsize","10S10A","furniture","4","7","0","1","2"
"770","null","learn","下午6:04:31","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","210","21","setsize","10S10A","furniture","4","8","9","1","2"
"1013","null","learn","下午6:04:31","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","211","21","setsize","10S10A","furniture","4","9","4","1","2"
